tweet_id,month,text,rating_numerator,rating_denominator,name,stage,favorite_count,retweet_count,retweeted_status,img_num,p1,p1_conf,p1_dog
880095782870896641,6,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11,11,10,,,24350,3655,,1,Miniature_Pinscher,0.120298,True
879862464715927552,6,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13,13,10,Romeo,,19721,2930,,3,Basset,0.813507,True
879492040517615616,6,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12,12,10,Bailey,,20719,2628,,1,German_Short-Haired_Pointer,0.479896,True
879415818425184262,6,This is Duddles. He did an attempt. 13,13,10,Duddles,,92927,37469,,1,English_Springer,0.383404,True
879376492567855104,6,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12,12,10,Jack,,14870,2651,,1,Tricycle,0.663601,False
879050749262655488,6,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11,11,10,Steven,,19821,3958,,1,Tabby,0.311861,False
879008229531029506,6,This is Beau. That is Beau's balloon. He takes it everywhere. 13,13,10,Beau,,16793,2244,,1,Vizsla,0.960513,True
878776093423087618,6,This is Snoopy. He's a proud ,13,10,Snoopy,puppo,17146,3437,,2,Italian_Greyhound,0.734684,True
878281511006478336,6,Meet Shadow. In an attempt to reach maximum zooming borkdrive,13,10,Shadow,,6783,1078,,1,Basset,0.32042,True
878057613040115712,6,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14,14,10,Emmy,,37167,5746,,1,French_Bulldog,0.839097,True
877736472329191424,6,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13,13,10,Aja,,69346,15820,,2,Chesapeake_Bay_Retriever,0.8379559999999999,True
877611172832227328,6,RT @rachel2195: @dog_rates the boyfriend and his soaking wet pupper h,14,10,,pupper,0,70,retweet,1,Irish_Setter,0.3647289999999999,True
877556246731214848,6,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12,12,10,Penny,,19913,3171,,1,Basset,0.995368,True
877316821321428993,6,Meet Dante. At first he wasn't a fan of his new raincoat,13,10,Dante,,24167,4348,,1,Saluki,0.5099670000000001,True
877201837425926144,6,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12,12,10,Nelly,,23881,4630,,1,Pembroke,0.93112,True
876838120628539392,6,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H,12,10,Ginger,pupper,18227,2806,,1,Bloodhound,0.575751,True
876484053909872640,6,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13,13,10,Benedict,,16577,2003,,1,Golden_Retriever,0.874566,True
876120275196170240,6,Meet Venti,13,10,Venti,,24702,3905,,1,Bernese_Mountain_Dog,0.534327,True
875747767867523072,6,This is Goose. He's a womanizer. Cheeky as h,13,10,Goose,,22128,3584,,1,Labrador_Retriever,0.799551,True
875144289856114688,6,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13,13,10,Nugget,,19427,4159,,1,Siberian_Husky,0.245048,True
875021211251597312,6,Guys please stop sending pictures without any dogs in th,12,10,,,22565,3974,,2,West_Highland_White_Terrier,0.7143189999999999,True
874680097055178752,6,Meet Cash. He hath acquired a stick. A very good stick tbh. 12,12,10,Cash,,24617,3920,,1,Labrador_Retriever,0.836052,True
874296783580663808,6,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13,13,10,Jed,pupper,22980,3483,,1,Cocker_Spaniel,0.437216,True
874057562936811520,6,I can't believe this keeps happening. This,12,10,,,20129,3379,,1,Flat-Coated_Retriever,0.8321770000000001,True
874012996292530176,6,This is Sebastian. He can't see all the colors of the rainbow,13,10,Sebastian,puppo,30140,8599,,2,Cardigan,0.806674,True
873580283840344065,6,We usually don't rate Deck,13,10,,,21392,3344,,1,Newfoundland,0.678537,True
873213775632977920,6,This is Sierra. She's one precious pupper. Absolute 12,12,10,Sierra,pupper,6325,1332,,1,Vizsla,0.6197819999999999,True
872967104147763200,6,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12,12,10,,doggo,24093,4565,,2,Labrador_Retriever,0.476913,True
872820683541237760,6,Here are my favorite ,13,10,,,13081,3168,,3,Pug,0.99912,True
872620804844003328,6,This is Monkey. She's supporting owners everywhere with her fancy ,13,10,Monkey,,18333,3068,,1,Cocker_Spaniel,0.513191,True
872486979161796608,6,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it together guys... 12,12,10,,,36120,7722,,1,Pembroke,0.931861,True
872122724285648897,6,This is Kody. He's a baller. Wishes he was a little bit taller. Double dribbles often. Still 12,12,10,Kody,,30245,6833,,1,Basketball,0.808396,False
871879754684805121,6,Say hello to Lassie. She's celebrating ,13,10,Lassie,,33131,9254,,1,Shetland_Sheepdog,0.969171,True
871762521631449091,6,This is Rover. As part of pupper protocol he had to at least attempt to eat the plant. Confirmed not tasty. Needs peanut butter. 12,12,10,Rover,pupper,17903,2971,,2,Labrador_Retriever,0.921393,True
871515927908634625,6,This is Napolean. He's a Raggedy East Nicaraguan Zoom Zoom. Runs on one leg. Built for deception. No eyes. Good with kids. 12,12,10,Napolean,doggo,17898,2943,,2,Komondor,0.974781,True
871032628920680449,6,This is Boomer. He's doing an advanced water takeoff. The opposite of Sully. Ears for control,13,10,Boomer,,20170,3227,,1,Kelpie,0.398053,True
870804317367881728,6,Real funny guys. Sending in a pic without a dog in it. Hilarious. We'll rate the rug tho because it's giving off a very good vibe. 11,11,10,,,29822,5286,,1,Home_Theater,0.16829,False
870656317836468226,6,This is Cody. He zoomed too aggressively and tore his ACL. Happens to the best of us. Still 13,13,10,Cody,,10901,2211,,4,Pembroke,0.945495,True
870374049280663552,6,This is Zoey. She really likes the planet. Would hate to see willful ignorance and the denial of fairly elemental science destroy it. 13,13,10,Zoey,,73999,22764,,1,Golden_Retriever,0.841001,True
870308999962521604,6,This is Rumble,13,10,Rumble,,19495,3551,,2,Greater_Swiss_Mountain_Dog,0.6227520000000001,True
870063196459192321,5,Meet Clifford. He's quite large. Also red. Good w kids. Somehow never steps on them. Massive poops very inconvenient. Still 14,14,10,Clifford,,32437,7081,,1,Comic_Book,0.534409,False
869772420881756160,5,This is Dewey ,13,10,Dewey,,38047,8701,,1,Pembroke,0.980148,True
869702957897576449,5,Meet Stanley. He likes road trips. Will shift for you. One ear more effective than other. 13,13,10,Stanley,,25084,5388,,1,Pembroke,0.993449,True
869596645499047938,5,This is Scout. He just graduated. Officially a doggo now. Have fun with taxes and losing sight of your ambitions. 12,12,10,Scout,doggo,14222,2640,,1,Chihuahua,0.955156,True
869227993411051520,5,This is Gizmo. His favorite thing is standing pupright like a hooman. Sneaky tongue slip status achieved. 13,13,10,Gizmo,,18151,3201,,1,Pembroke,0.664181,True
868880397819494401,5,This is Walter. He won't start hydrotherapy without his favorite floatie. 14,14,10,Walter,,58027,12268,,1,Laptop,0.153718,False
868622495443632128,5,Here's a h,13,10,,,23637,4476,,1,Labrador_Retriever,0.868107,True
868552278524837888,5,Say hello to Cooper. His expression is the same wet or dry. Absolute 12,12,10,Cooper,,8974,1754,,1,Whippet,0.378151,True
867900495410671616,5,Unbelievable. We only rate dogs. Please don't send in non,12,10,,,21619,3576,,1,Labrador_Retriever,0.522644,True
867774946302451713,5,Meet Harold.  He's h,13,10,Harold,,30290,6258,,2,Border_Collie,0.661953,True
867421006826221569,5,This is Shikha. She just watched you drop a skittle on the ground and still eat it. Could not be less impressed. 12,12,10,Shikha,puppo,14359,2118,,1,Eskimo_Dog,0.6164569999999999,True
867072653475098625,5,RT @rachaeleasler: these @dog_rates hats are 13,13,10,,,0,101,retweet,1,Blenheim_Spaniel,0.352946,True
867051520902168576,5,Oh my this spooked me up. We only rate dogs,13,10,,,28733,6792,,1,Samoyed,0.4714029999999999,True
866686824827068416,5,This is Lili. She can't believe you betrayed her with bath time. Never looking you in the eye again. 12,12,10,Lili,,17144,2973,,1,Flat-Coated_Retriever,0.51473,True
866450705531457537,5,This is Jamesy. He gives a kiss to every other pupper he sees on his walk. 13,13,10,Jamesy,pupper,108972,30229,,2,French_Bulldog,0.905334,True
866334964761202691,5,This is Coco. At first I thought she was a cloud but clouds don't bork with such passion. 12,12,10,Coco,,46656,12221,,1,Samoyed,0.984086,True
865718153858494464,5,Meet Boomer. He's just checking pup on you. Hopes you had a good day. If not,13,10,Boomer,,22950,4855,,1,Golden_Retriever,0.673664,True
865359393868664832,5,This is Sammy. Her tongue ejects without warning sometimes. It's a serious condition. Needs a hefty dose from a BlepiPen. 13,13,10,Sammy,,23628,4295,,2,Chesapeake_Bay_Retriever,0.832435,True
865006731092295680,5,This is Nelly. He really hopes you like his Hawaiian shirt. He already tore the tags off. 13,13,10,Nelly,,25060,6680,,1,Pembroke,0.989882,True
864873206498414592,5,We only rate dogs. Please don't send in Jesus. We're trying to remain professional and legitimate. Thank you... 14,14,10,,,28884,7498,,2,Pole,0.478616,False
864279568663928832,5,This is Meatball. He doing what's known in the industry as a mid,12,10,Meatball,,13081,2585,,1,Bull_Mastiff,0.668613,True
864197398364647424,5,This is Paisley. She ate a flower just to prove she could. Savage af. 13,13,10,Paisley,,26660,7596,,4,Golden_Retriever,0.945905,True
863907417377173506,5,This is Albus. He's quite impressive at hide and seek. Knows he's been found this time. 13,13,10,Albus,,18460,3594,,1,Marmot,0.358828,False
863553081350529029,5,This is Neptune. He's a backpup vocalist for the Dixie Chicks. 13,13,10,Neptune,,13692,3637,,1,Eskimo_Dog,0.41333,True
863432100342583297,5,This is Belle. She's never been more pupset. Encountered the worst imaginable type of zone. 12,12,10,Belle,,21329,4561,,1,Staffordshire_Bullterrier,0.690517,True
863079547188785154,5,Ladies and gentlemen... I found Pipsy. He may have changed his name to Pablo,14,10,,,7911,953,,1,Lakeland_Terrier,0.275242,True
863062471531167744,5,Say hello to Quinn. She's quite the goofball. Not even a year old. Confirmed 13,13,10,Quinn,,7531,2092,,2,French_Bulldog,0.935804,True
862831371563274240,5,This is Zooey. She's the world's biggest fan of illiterate delivery people. 13,13,10,Zooey,,17228,4461,,2,Australian_Terrier,0.207281,True
862722525377298433,5,This is Dave. He passed the h,11,10,Dave,,15349,3091,,1,Basset,0.39333,True
862457590147678208,5,This is Jersey. He likes to watch movies,13,10,Jersey,,18293,4260,,1,Home_Theater,0.4963479999999999,False
862096992088072192,5,We only rate dogs. Please don't send perfectly toasted marshmallows attempting to drive. Thank you... 13,13,10,,,66364,20021,,2,Chow,0.677589,True
861383897657036800,5,This is Hobbes. He's never seen bubbles before. 13,13,10,Hobbes,,32319,9275,,1,Cardigan,0.771008,True
861288531465048066,5,HI. MY. NAME. IS. BOOMER. AND. I. WANT. TO. SAY. IT'S. H,13,10,,,15364,3596,,1,Syringe,0.1447119999999999,False
861005113778896900,5,This is Burt. He thinks your thesis statement is comically underdeveloped. 12,12,10,Burt,,15003,3342,,1,German_Shepherd,0.507951,True
860924035999428608,5,RT @tallylott: h,13,10,,,0,679,retweet,2,Envelope,0.933016,False
860563773140209665,5,Meet Lorenzo. He's an avid nifty hat wearer and absolute 13,13,10,Lorenzo,,6732,1858,,1,Cardigan,0.583936,True
860524505164394496,5,This is Carl. He likes to dance. Doesn't care what you think about it. 13,13,10,Carl,,21279,4610,,1,Bedlington_Terrier,0.286558,True
860276583193509888,5,This is Jordy. He likes to go on adventures and watch the small scaly underwater dogs with fins pass him by. 12,12,10,Jordy,,16600,3076,,1,Lakeside,0.312299,False
860184849394610176,5,Here we have perhaps the wisest dog of all. Above average with light sabers. Immortal as h,14,10,,,15030,5129,,1,Chimpanzee,0.267612,False
859924526012018688,5,Meet Milky. She has no idea what happened. Just as pupset as you. Perhaps a sheep exploded. Even offered to help clean. 12,12,10,Milky,,17657,3587,,1,French_Bulldog,0.254587,True
859851578198683649,5,Meet Trooper. He picks pup recyclables that have blown out of bins in the neighborhood and puts them back. 13,13,10,Trooper,,13987,3073,,4,Labrador_Retriever,0.899086,True
859607811541651456,5,Sorry for the lack of posts today. I came home from school and had to spend quality time with my puppo. Her name is Zoey and she's 13,13,10,,puppo,16849,1366,,1,Golden_Retriever,0.8955290000000001,True
859196978902773760,5,We only rate dogs. This is quite clearly a smol broken polar bear. We'd appreciate if you only send dogs. Thank you... 12,12,10,,,80631,26307,,1,Angora,0.2242179999999999,False
859074603037188101,5,Here we have an exotic dog. Good at ukulele. Fashionable af. Has two more arms if needed. Is blue. Knows what 'ohana means. 13,13,10,,,30468,11982,,1,Revolver,0.190292,False
858843525470990336,5,I have stumbled puppon a doggo painting party. They're looking to be the next Pupcasso or Puppollock. All 13,13,10,,doggo,14138,3029,,1,Golden_Retriever,0.57812,True
858471635011153920,4,This is Sophie. She just arrived. Used pawority shipping. Speedy as h,13,10,Sophie,,19511,4268,,1,Pembroke,0.987407,True
858107933456039936,4,This is Wyatt. He had an interview earlier today. Was just told he didn't get the job. A h,12,10,Wyatt,,14254,2540,,1,Golden_Retriever,0.863874,True
857989990357356544,4,This is Rosie. She was just informed of the walk that's about to happen. Knows there are many a stick along the way. 12,12,10,Rosie,,14508,2270,,1,French_Bulldog,0.43258,True
857746408056729600,4,Meet Thor. He doesn't have finals because he's a dog but is pupset you have finals. Just wants to play. 13,13,10,Thor,,30845,9360,,1,Labrador_Retriever,0.919832,True
857393404942143489,4,Instead of the usual nightly dog rate,13,10,,,5315,1444,,3,Malamute,0.8415969999999999,True
857263160327368704,4,This is Oscar and Oliver. Oliver shrunk Oscar. Oscar isn't pleased about it. Quite pupset tbh. Oliver doesn't seem to mind. Both 13,13,10,Oscar,,18271,3986,,1,Samoyed,0.998021,True
857029823797047296,4,This is Zeke. He performs group cheeky wink tutorials. Pawfect execution here. 12,12,10,Zeke,,17067,3494,,2,Golden_Retriever,0.968623,True
856543823941562368,4,This is Callie. She'll be your navigator today. Takes her job very seriously. Will shift for you. One ear always in the pupholder. 12,12,10,Callie,,14851,2551,,1,Boston_Bull,0.30691,True
856526610513747968,4,THIS IS CHARLIE,14,10,,,10836,1655,,1,Old_English_Sheepdog,0.798481,True
856282028240666624,4,This is Cermet,14,10,Cermet,,25268,5586,,4,Chihuahua,0.8765430000000001,True
855851453814013952,4,Here's a puppo participating in the ,13,10,,puppo,41914,16147,,1,Flat-Coated_Retriever,0.321676,True
855459453768019968,4,Guys,12,10,,,27136,7315,,2,Blenheim_Spaniel,0.389513,True
854732716440526848,4,This is Marlee. She fetched a flower and immediately requested that it be placed behind her ear. 12,12,10,Marlee,,20714,5363,,1,Pembroke,0.6955479999999999,True
854482394044301312,4,This is Arya. She can barely contain her excitement for more peanut butter. Also patriotic af. 13,13,10,Arya,,26622,6036,,1,Chihuahua,0.260242,True
854365224396361728,4,This is Einstein. He's having a really good day. Hopes you are too. H,13,10,Einstein,,17224,4160,,1,Pembroke,0.90708,True
854120357044912130,4,Sometimes you guys remind me just how impactful a pupper can be. Cooper will be remembered as a good boy by so many. 14,14,10,,pupper,29272,6602,,4,Black-And-Tan_Coonhound,0.8548610000000001,True
854010172552949760,4,At first I thought this was a shy doggo,11,10,,floofer,14848,2797,,1,English_Springer,0.3547329999999999,True
853760880890318849,4,Say hello to Alice. I'm told she enjoys car rides and smells good. 12,12,10,Alice,,26120,5118,,1,Miniature_Pinscher,0.292519,True
853639147608842240,4,A photographer took pictures before and after he told his bunny he's a good boy. Here are the results. 13,13,10,,,31599,8894,,1,German_Shepherd,0.509879,True
853299958564483072,4,This is Rumpole. He'll be your Uber driver this evening. Won't start driving until you buckle pup. 13,13,10,Rumpole,,14187,3174,,1,Grille,0.65228,False
852912242202992640,4,Meet Benny. He likes being adorable and making fun of you while you're on the trampoline. 12,12,10,Benny,,8267,1602,,1,Great_Dane,0.7837649999999999,True
852672615818899456,4,This is Aspen. She's never tasted a stick so succulent. On the verge of tears. A face of pure appreciation. 12,12,10,Aspen,,13663,1916,,1,Golden_Retriever,0.7112350000000001,True
852553447878664193,4,This is Jarod. He likes having his belly brushed. Tongue ejects when you hit the right spot. 13,13,10,Jarod,,14920,3125,,1,Bloodhound,0.186498,True
852311364735569921,4,This is Wiggles. She would like you to spot her. Probably won't need your help but just in case. 13,13,10,Wiggles,,30397,8892,,1,Barbell,0.971581,False
852226086759018497,4,Meet General. He wasn't content with the quality of his room. Requested to pupgrade,14,10,General,,18374,6104,,1,Prison,0.3527929999999999,False
852189679701164033,4,This is Sailor. He has collected the best dirt in the area. As any good boy would. Under the impression you know what to do next. 12,12,10,Sailor,,10580,1420,,1,Barrow,0.42315,False
851591660324737024,4,Oh jeez u did me quite the spook little fella. We normally don't rate triceratops but this one seems suspiciously good. 11,11,10,,,14981,3129,,1,Cardigan,0.394507,True
851464819735769094,4,This is Iggy. He was a rescue dog killed in the Stockholm attack. His memorial started with a collar and four bones. It's grown a bit. 14,14,10,Iggy,,22297,6324,,2,Web_Site,0.919649,False
851224888060895234,4,Meet Snoop. His number one passion is sticking his head out of car windows,13,10,Snoop,,19078,5180,,3,Car_Mirror,0.971512,False
850753642995093505,4,This is Kyle. He made a joke about your shoes,11,10,Kyle,,28192,8098,,1,Pug,0.996952,True
850380195714523136,4,This is Leo. He's a personal triathlon coach. Currently overseeing this athlete's push,13,10,Leo,,12098,2335,,1,Yorkshire_Terrier,0.2490119999999999,True
850145622816686080,4,This is Riley. He's making new friends. Jubilant as h,11,10,Riley,,15072,3402,,2,Tennis_Ball,0.7147979999999999,False
850019790995546112,4,Say hello to Boomer. He's a sandy pupper. Having a h,12,10,Boomer,pupper,18809,4383,,3,Shetland_Sheepdog,0.759907,True
849776966551130114,4,Seriously guys? Again? We only rate dogs. Please stop submitting other things like this super good hammerhead shark. Thank you... 12,12,10,,,27957,6835,,2,Chihuahua,0.292092,True
849412302885593088,4,This is Noosh. He noticed you were in the shower and thought you could use some company. 12,12,10,Noosh,,14694,2836,,4,Schipperke,0.907559,True
849336543269576704,4,At first I thought this was a dog because of the sign,11,10,,,10576,1695,,1,Patio,0.521788,False
849051919805034497,4,This is Kevin. Kevin doesn't give a single h,13,10,Kevin,,39076,7645,,1,Fountain,0.997509,False
848690551926992896,4,Please stop sending in animals other than dogs. We only rate dogs. Not Furry Ecuadorian Sea Turtles. Thank you... 12,12,10,,,23310,3933,,1,Flat-Coated_Retriever,0.8236479999999999,True
848324959059550208,4,Meet Odin. He's supposed to be giving directions but he'd rather look at u like that. Should probably buckle pup. 12,12,10,Odin,,22871,4168,,1,Malamute,0.5445760000000001,True
848212111729840128,4,This is Jerry. He's doing a distinguished tongue slip. Slightly patronizing tbh. You think you're better than us,6,10,Jerry,,15057,2721,,1,Bedlington_Terrier,0.333486,True
847971574464610304,4,RT @basic_vacek_: I love my new mug easy 13,13,10,,,0,396,retweet,1,Coffee_Mug,0.633652,False
847962785489326080,4,This is Georgie. He's very shy. Only puppears when called. Aggressively average at fetch. Unique front paws. Looks slippery. 10,10,10,Georgie,,21766,4588,,1,Sea_Lion,0.882654,False
847842811428974592,3,This is Rontu. He is described as a pal,12,10,Rontu,,5022,1193,,1,Bernese_Mountain_Dog,0.951337,True
847606175596138505,3,This is Cannon. He just heard something behind him. Fr,12,10,Cannon,,17379,3097,,1,Cardigan,0.413688,True
847251039262605312,3,This is Furzey. He's doing an elevated sandy zoom. Adjusts ears to steer. 12,12,10,Furzey,,19007,3925,,1,Airedale,0.49538,True
